run,model,portion_correct,test_loss,total_train_time,confusion_matrix
0,image,0.9204,0.3052914377301931,1841.660582780838,[[913   1  13  14   2   1  48   0   8   0]; [  2 986   0  10   0   0   1   0   1   0]; [ 21   2 851  10  64   0  51   0   1   0]; [ 15   4   9 934  22   0  13   0   3   0]; [  1   1  27  28 902   0  40   0   1   0]; [  1   0   0   0   0 975   0  18   0   6]; [137   0  37  28  63   0 729   0   6   0]; [  0   0   0   0   0   6   0 977   0  17]; [  6   1   1   7   1   1   5   3 975   0]; [  1   0   0   0   0   5   0  32   0 962]]
1,image,0.9208,0.2785994689911604,1697.290134191513,[[899   1  13   6   2   1  68   0  10   0]; [  3 983   1   8   3   0   1   0   1   0]; [ 23   1 885   4  36   0  49   0   2   0]; [ 21   4  13 903  23   0  31   0   5   0]; [  3   1  57  18 866   0  54   0   1   0]; [  0   0   0   0   0 987   0   8   0   5]; [116   0  46  18  54   0 759   0   7   0]; [  0   0   0   0   0   9   0 971   0  20]; [  4   0   1   3   0   1   1   3 987   0]; [  1   0   0   0   0   5   0  26   0 968]]
