run,model,portion_correct,test_loss,total_train_time,confusion_matrix
0,simple,0.8896,0.5625111620873213,26.703826904296875,[[838   2  19  15   5   0 115   0   6   0]; [  4 979   2  10   2   0   2   0   1   0]; [ 22   0 790   9 110   0  69   0   0   0]; [ 19  10  13 908  23   0  25   0   2   0]; [  1   0  66  35 840   0  58   0   0   0]; [  0   0   0   0   0 956   0  19   1  24]; [118   1  67  24  80   0 704   0   6   0]; [  0   0   0   0   0  12   0 944   0  44]; [  6   0   1   3  10   4   8   3 963   2]; [  0   0   0   0   0   4   1  21   0 974]]
1,simple,0.8941,0.5705286910604628,25.95521569252014,[[832   0  18  18   6   1 118   0   7   0]; [  3 981   2  10   2   0   1   0   1   0]; [ 12   0 807   7  87   0  86   0   1   0]; [ 20   7  22 893  32   0  22   0   4   0]; [  3   1  69  26 855   1  44   0   1   0]; [  0   0   0   1   0 967   0  13   2  17]; [101   3  65  23  73   0 724   0  11   0]; [  0   0   0   0   0  32   0 951   1  16]; [  4   0   4   5   3   2   1   3 978   0]; [  0   0   0   0   0   8   1  38   0 953]]
2,simple,0.892,0.5698702473193407,25.725990295410156,[[859   1  10  10   4   1 112   0   3   0]; [  4 978   2   8   5   0   2   0   1   0]; [ 26   1 816   8  78   0  70   0   1   0]; [ 23  20  12 873  30   0  37   0   5   0]; [  0   0  88  25 818   1  66   0   2   0]; [  0   0   0   0   0 971   0  19   1   9]; [128   1  71  20  60   0 712   0   8   0]; [  0   0   0   0   0   8   0 975   0  17]; [  6   0   2   2   5   6   7   8 964   0]; [  0   0   0   0   0  11   1  34   0 954]]
3,simple,0.8907,0.6049360264092684,23.03870940208435,[[834   0  20  18   7   2 111   0   8   0]; [  1 976   1  12   7   0   1   0   2   0]; [ 16   0 800  10 116   0  56   0   2   0]; [ 13   6  13 893  46   0  23   0   6   0]; [  2   0  70  15 882   0  29   0   2   0]; [  0   0   0   1   0 950   0  35   1  13]; [114   0  66  22 114   0 670   0  14   0]; [  0   0   0   0   0   4   0 985   0  11]; [  8   0   1   1   2   1   2   7 978   0]; [  0   0   0   0   0   9   1  51   0 939]]
4,simple,0.8946,0.5923765767307486,23.548153162002563,[[826   1  13   6   1   1 148   0   4   0]; [  3 980   2   6   3   0   6   0   0   0]; [ 18   0 788   7  69   0 117   0   1   0]; [ 31  15  11 864  27   0  46   0   6   0]; [  0   1  80  23 819   1  74   0   2   0]; [  0   0   0   1   0 970   0  11   1  17]; [ 86   0  48  16  48   0 796   0   6   0]; [  0   0   0   0   0  14   0 962   0  24]; [  2   0   2   2   0   4  13   3 973   1]; [  0   0   0   0   0   6   1  25   0 968]]
5,simple,0.889,0.5792501661560892,24.825382709503174,[[775   1  14  59   4   0 139   0   8   0]; [  1 979   2  11   4   0   1   0   2   0]; [ 17   1 809  12  80   0  79   0   2   0]; [  8   6   7 928  24   1  20   0   6   0]; [  1   1  87  40 818   0  49   0   4   0]; [  0   0   0   2   0 944   1  32   3  18]; [ 85   0  64  49  64   0 733   0   5   0]; [  0   0   0   0   0   2   0 976   1  21]; [  9   1   1   3   3   2   7   4 970   0]; [  0   0   0   1   0   5   1  35   0 958]]
0,big,0.8903,0.5631484151817858,42.452725410461426,[[827   2  14  18   2   2 130   0   5   0]; [  4 975   1  10   7   0   1   0   2   0]; [ 24   3 810   7  87   1  67   0   1   0]; [ 18   7   8 889  48   2  24   0   3   1]; [  0   0  79  19 827   0  72   0   3   0]; [  0   0   0   0   0 956   0  15   2  27]; [110   0  72  32  59   1 721   0   5   0]; [  0   0   0   0   0   8   0 952   0  40]; [  7   0   3   3   3   2   7   3 971   1]; [  0   0   0   0   0   2   1  22   0 975]]
1,big,0.8959,0.49950098870322107,41.59286332130432,[[873   2  16  16   3   1  86   0   3   0]; [  1 980   0  13   2   1   2   0   1   0]; [ 20   1 826  11  83   0  56   0   3   0]; [ 27   9  14 895  25   0  26   0   4   0]; [  3   0  81  26 839   0  48   0   3   0]; [  0   0   0   0   0 961   0  21   0  18]; [138   1  80  21  76   0 677   0   7   0]; [  0   0   0   0   0   4   0 959   0  37]; [ 11   1   3   3   2   0   2   6 972   0]; [  0   0   0   0   0   4   1  18   0 977]]
2,big,0.891,0.5783467764034868,41.666032791137695,[[850   1  11  13   4   0 112   0   9   0]; [  9 971   0  12   4   0   4   0   0   0]; [ 22   0 837   8  68   0  62   0   3   0]; [ 28   2  11 893  25   0  34   0   7   0]; [  2   0 105  26 805   0  56   0   6   0]; [  0   0   0   0   0 941   0  47   3   9]; [131   0  69  22  62   0 704   1  11   0]; [  0   0   0   0   0   6   0 968   1  25]; [  4   0   1   3   2   1   5   2 982   0]; [  0   0   0   0   1  10   1  29   0 959]]
3,big,0.8881,0.5660202172119171,42.675373554229736,[[805   1  18  47   3   0 119   0   7   0]; [  0 980   1  14   2   0   2   0   1   0]; [ 13   0 785  16  99   0  77   0  10   0]; [ 10  14  14 913  29   0  16   0   4   0]; [  0   0  79  33 826   0  56   0   6   0]; [  0   0   1   0   0 953   0  25   2  19]; [103   2  79  39  62   0 703   0  12   0]; [  0   0   0   0   0   6   0 969   1  24]; [  4   1   1   5   2   1   5   3 978   0]; [  0   0   0   0   0   4   1  26   0 969]]
