run,model,portion_correct,test_loss,total_train_time,confusion_matrix
0,simple,0.888,0.33004564642906187,101.46370649337769,[[834   0  12  28   3   2 110   0  11   0]; [  3 968   0  23   3   0   3   0   0   0]; [ 19   0 812  20  65   0  80   0   4   0]; [ 23   4  10 914  22   0  22   0   5   0]; [  1   2  95  41 771   0  85   0   5   0]; [  0   0   0   1   0 960   0  24   2  13]; [108   1  59  30  41   0 751   0  10   0]; [  0   0   0   0   0  16   0 962   0  22]; [ 10   0   6   7   2   3  11   7 954   0]; [  0   0   0   0   0   7   1  38   0 954]]
1,simple,0.8889,0.33009217362850907,98.65514969825745,[[822   1  27  38   3   2  95   0  12   0]; [  3 969   2  22   2   0   1   0   1   0]; [ 18   0 872  16  63   0  28   0   3   0]; [ 18   7  21 910  24   1  15   0   4   0]; [  1   1 117  33 811   0  33   0   4   0]; [  0   0   0   1   0 958   0  21   2  18]; [ 98   0 111  34  69   0 675   0  13   0]; [  0   0   0   0   0  18   0 957   0  25]; [  7   0  12   7   3   2   3   6 960   0]; [  0   0   0   0   0   6   1  38   0 955]]
2,simple,0.8891,0.3252508757635951,96.36677598953247,[[852   1  12  21   6   2  95   0  11   0]; [  3 970   1  21   2   0   3   0   0   0]; [ 22   1 817  12  93   0  52   0   3   0]; [ 23   9  17 870  44   2  30   0   5   0]; [  0   1  76  19 852   0  50   0   2   0]; [  0   0   0   1   0 962   0  21   2  14]; [116   1  75  27  69   0 701   0  11   0]; [  0   0   0   0   0  22   0 948   0  30]; [  8   1   5   6   5   3   7   5 960   0]; [  1   0   0   0   0   7   0  33   0 959]]
3,simple,0.8756,0.3562597306445241,92.79526090621948,[[681   0  10  31   4   2 263   0   9   0]; [  1 967   1  24   3   0   4   0   0   0]; [ 10   1 752  14 109   0 111   0   3   0]; [ 12   3  11 895  31   1  44   0   3   0]; [  0   1  64  26 827   0  80   0   2   0]; [  0   0   0   1   0 957   0  21   2  19]; [ 41   1  44  27  54   0 826   0   7   0]; [  0   0   0   0   0  22   0 935   0  43]; [  5   0   3   6   5   3  20   6 951   1]; [  0   0   0   0   0   7   1  27   0 965]]
0,big,0.8831,0.4028766233474016,63.86180925369263,[[823   0   9  26   3   2 127   0  10   0]; [  7 969   1  18   1   0   3   0   1   0]; [ 17   1 775  11  70   0 124   0   2   0]; [ 29   8   8 887  21   4  41   0   2   0]; [  1   1  76  31 779   0 109   0   3   0]; [  0   0   0   2   0 952   2  30   2  12]; [120   2  43  26  31   2 763   0  13   0]; [  0   0   0   0   0  11   0 973   0  16]; [  3   1   1   6   3   5  13   3 962   3]; [  0   0   0   0   0  10   1  41   0 948]]
1,big,0.8637,0.510662380605936,72.4539110660553,[[780   1   8  21   5   1 172   0  12   0]; [  6 965   3  21   2   1   2   0   0   0]; [ 13   1 650  12  97   0 225   0   2   0]; [ 26   4   5 886  25   2  39   0  13   0]; [  1   1  42  39 728   0 167   0  22   0]; [  0   0   0   0   0 949   0  20   3  28]; [ 74   0  32  23  33   0 805   0  33   0]; [  0   0   0   0   0  12   0 931   0  57]; [  4   0   1   4   2   5  12   3 967   2]; [  0   0   0   1   0   3   0  19   1 976]]
2,big,0.879,0.39544734731316566,61.708595991134644,[[779   1   9  46   3   3 147   0  12   0]; [  3 970   2  20   3   0   1   0   1   0]; [ 17   1 710  22 144   0 103   0   3   0]; [ 13   8   4 928  24   1  17   1   4   0]; [  0   0  40  48 857   0  49   0   6   0]; [  0   0   0   0   0 957   1  24   1  17]; [101   1  48  52  79   2 702   0  15   0]; [  0   0   0   0   0  15   0 961   0  24]; [  5   0   1   8   5   4  10   4 961   2]; [  0   0   0   0   0  13   1  21   0 965]]
3,big,0.8841,0.3775690119713545,57.7806658744812,[[856   1   9  36   4   2  86   0   6   0]; [  4 977   2  14   1   0   1   0   1   0]; [ 25   3 818  16  75   0  63   0   0   0]; [ 30   6   6 914  22   1  17   0   4   0]; [  0   2  87  48 795   1  66   0   1   0]; [  0   0   0   1   0 965   1  22   2   9]; [156   1  75  34  65   1 656   0  12   0]; [  0   0   0   0   0  14   0 959   0  27]; [  4   1   1   8   5   7  19   3 951   1]; [  0   0   0   0   0  20   1  27   2 950]]
