run,model,portion_correct,test_loss,total_train_time,confusion_matrix
0,image,0.9204,0.3052914377301931,1841.660582780838,[[913   1  13  14   2   1  48   0   8   0]; [  2 986   0  10   0   0   1   0   1   0]; [ 21   2 851  10  64   0  51   0   1   0]; [ 15   4   9 934  22   0  13   0   3   0]; [  1   1  27  28 902   0  40   0   1   0]; [  1   0   0   0   0 975   0  18   0   6]; [137   0  37  28  63   0 729   0   6   0]; [  0   0   0   0   0   6   0 977   0  17]; [  6   1   1   7   1   1   5   3 975   0]; [  1   0   0   0   0   5   0  32   0 962]]
1,image,0.9208,0.2785994689911604,1697.290134191513,[[899   1  13   6   2   1  68   0  10   0]; [  3 983   1   8   3   0   1   0   1   0]; [ 23   1 885   4  36   0  49   0   2   0]; [ 21   4  13 903  23   0  31   0   5   0]; [  3   1  57  18 866   0  54   0   1   0]; [  0   0   0   0   0 987   0   8   0   5]; [116   0  46  18  54   0 759   0   7   0]; [  0   0   0   0   0   9   0 971   0  20]; [  4   0   1   3   0   1   1   3 987   0]; [  1   0   0   0   0   5   0  26   0 968]]
2,image,0.9206,0.28354718908667564,1803.45707321167,[[823   0  17  14   5   1 132   0   8   0]; [  1 986   1   9   1   0   1   0   1   0]; [ 12   2 879   8  45   0  53   0   1   0]; [  6   4   7 914  26   0  38   0   5   0]; [  2   1  34  20 890   0  52   0   1   0]; [  0   0   0   0   0 978   0  19   0   3]; [ 60   0  50  17  53   0 816   0   4   0]; [  0   0   0   0   0   5   0 985   0  10]; [  5   1   2   6   1   1   0   4 980   0]; [  1   0   0   0   0   5   0  39   0 955]]
3,image,0.9107,0.3003955952823162,1538.300210237503,[[919   1  18   5   2   1  48   0   6   0]; [  5 985   2   7   1   0   0   0   0   0]; [ 24   1 924   5  17   0  28   0   1   0]; [ 37   5  18 900  13   0  25   0   2   0]; [  4   1 157  26 764   0  47   0   1   0]; [  0   0   0   0   0 982   0  11   0   7]; [143   0  83  14  40   0 714   0   6   0]; [  0   0   0   0   0  10   0 968   0  22]; [  6   1   3   5   0   1   0   4 980   0]; [  1   0   0   0   0   5   0  23   0 971]]
