run,model,portion_correct,test_loss,total_train_time,confusion_matrix
0,simple,0.892,0.33208586405962703,110.52093625068665,[[866   0  12  20   4   2  88   0   8   0]; [  3 967   1  23   2   0   4   0   0   0]; [ 25   1 818  15  80   0  55   0   6   0]; [ 34   5   9 895  31   0  19   0   7   0]; [  2   1  79  24 828   0  61   0   5   0]; [  0   0   0   1   0 958   0  21   2  18]; [127   1  59  24  59   0 720   0  10   0]; [  0   0   0   0   0  18   0 942   1  39]; [  8   0   4   6   5   2   7   5 963   0]; [  0   0   0   0   0   6   1  30   0 963]]
1,simple,0.8861,0.3413944970816374,106.061026096344,[[774   0  17  27   3   3 167   0   9   0]; [  2 968   1  24   2   0   3   0   0   0]; [ 13   0 838  15  50   0  80   0   4   0]; [ 17   4  12 913  15   1  34   0   4   0]; [  0   1 117  52 732   0  93   0   5   0]; [  0   0   0   1   0 963   0  21   1  14]; [ 67   0  61  31  33   0 800   0   8   0]; [  0   0   0   0   0  19   0 959   0  22]; [  6   1   6   7   2   2   9   7 960   0]; [  0   0   0   0   0   7   1  38   0 954]]
2,simple,0.8881,0.33018119540065527,91.601557970047,[[843   1  15  46   6   2  75   0  12   0]; [  2 966   0  26   3   0   2   0   1   0]; [ 18   0 803  23  95   0  57   0   4   0]; [ 17   3  12 926  23   0  15   0   4   0]; [  0   1  78  41 817   1  57   0   5   0]; [  0   0   0   1   0 967   0  17   2  13]; [124   1  62  49  60   0 689   0  15   0]; [  0   0   0   0   0  25   0 952   1  22]; [  6   0   3   9   5   2   5   5 965   0]; [  0   0   0   0   0   9   1  37   0 953]]
3,simple,0.8826,0.3449437467381358,90.31667232513428,[[855   1  37  28   4   3  60   0  12   0]; [  2 970   1  23   2   0   1   0   1   0]; [ 13   0 891  11  50   0  30   0   5   0]; [ 19   6  31 893  26   2  18   0   5   0]; [  0   1 159  31 771   0  32   0   6   0]; [  0   0   0   1   0 951   0  29   2  17]; [140   2 126  34  65   0 616   0  17   0]; [  0   0   0   0   0  14   0 965   0  21]; [  6   0   8   8   3   1   2   7 965   0]; [  0   0   0   0   0   7   1  43   0 949]]
