,r2,mse,rmse,mae,n_samples,n_features,coef_0,std_err_0,coef_1,std_err_1,coef_2,std_err_2,coef_3,std_err_3,coef_4,std_err_4,coef_5,std_err_5,coef_6,std_err_6,coef_7,std_err_7
0,0.6291554083990514,0.12049948453985942,0.3471303566959528,0.2643750538703929,16512,7,-23.257783895551132,0.3552895766488012,0.00306748906489278,0.00022749484654321526,-0.03315872480169087,0.003103072509986075,0.22940692780809838,0.014767506775384694,-0.0021953888002164143,0.0004197704524749083,-0.2712444387147409,0.003878571702891865,-0.27078145162097117,0.004070748783616812,0.7761043207297396,0.00900196002181401
