,r2,mse,rmse,mae,n_samples,n_features,coef_0,std_err_0,coef_1,std_err_1,coef_2,std_err_2,coef_3,std_err_3,coef_4,std_err_4,coef_5,std_err_5,coef_6,std_err_6,coef_7,std_err_7
0,0.6157870553005078,0.12283869384117774,0.3504835143643389,0.26581606672917263,4128,7,-23.26046811941886,0.7128599166571309,0.0030667010300607167,0.00046263903650780425,-0.03296013390024131,0.006357262117510777,0.22845211402836868,0.032246736757394895,-0.002195794228820462,0.0002834439890417143,-0.27130181366463985,0.007815466120488189,-0.27082751949917167,0.008164217647737334,0.7754712632928888,0.018622349022944726
