,r2,mse,rmse,mae,n_samples,n_features,coef_0,std_err_0,coef_1,std_err_1,coef_2,std_err_2,coef_3,std_err_3,coef_4,std_err_4,coef_5,std_err_5,coef_6,std_err_6,coef_7,std_err_7
0,0.6291552802508517,0.1204995261793827,0.34713041667272937,0.264386838138351,16512,7,-23.26046811941886,0.3552896380353182,0.0030667010300607167,0.00022749488584950848,-0.03296013390024131,0.00310307304613131,0.22845211402836868,0.014767509326897223,-0.002195794228820462,0.0004197705250023556,-0.27130181366463985,0.003878572373026942,-0.27082751949917167,0.004070749486956021,0.7754712632928888,0.009001961577162121
